-1.003118643790559955e-01,-2.465630559655974707e+01,-3.114507013054455820e-04
-1.000594942404330057e-01,-2.465630550023200485e+01,9.356419987197421833e-04
-9.989664403574920193e-02,-2.465630585781831385e+01,-8.194320677391119922e-04
-1.002470108958409961e-01,-2.465630706829510288e+01,-3.905858090397932962e-03
-1.001736700883810033e-01,-2.465630960149881190e+01,5.572097978670910619e-03
-1.003158367207570012e-01,-2.465631378584650690e+01,-5.118478247480064310e-03
-1.000759894683729972e-01,-2.465631942791890552e+01,-2.568857676857355232e-03
-1.009659309867839971e-01,-2.465632513457990882e+01,2.068898516053776105e-03
-1.007584894025770061e-01,-2.465632749076684505e+01,-2.961325971129471438e-04
-1.003959579045699962e-01,-2.465632024451662829e+01,-6.874525602040697063e-03
-1.007678670792730019e-01,-2.465629410985092917e+01,-5.651423487670656064e-04
-1.008771696963530057e-01,-2.465623822946302468e+01,-1.926845230844460898e-03
-1.010282451215910038e-01,-2.465614429360925541e+01,-1.244479396631629174e-03
-1.013685546868439979e-01,-2.465601578683893891e+01,3.056695475749235044e-04
-1.012907673854900048e-01,-2.465588234026669667e+01,3.340241541671412021e-03
-1.013344104606290069e-01,-2.465581909332027521e+01,-2.782840470801222627e-03
-1.011138401290480049e-01,-2.465596563779514483e+01,-1.019546475625808350e-04
-1.014247048431489995e-01,-2.465653204945947152e+01,1.463383085645954046e-04
-1.015803163243610002e-01,-2.465777027962817414e+01,3.841518077241187767e-03
-1.015791204071640058e-01,-2.465987591984256255e+01,-1.407314227832789314e-03
-1.014340983249169964e-01,-2.466280414076923222e+01,-5.147064251884839181e-03
-1.017854029526790022e-01,-2.466591827664063175e+01,2.161894094244153856e-03
-1.015097677464780052e-01,-2.466756949936614518e+01,-2.078233157462263357e-03
-1.018648603234219990e-01,-2.466464167967021837e+01,3.805312607392239733e-04
-1.019965534607019941e-01,-2.465238906067609648e+01,-2.964309303753293826e-03
-1.016915471603569987e-01,-2.462500402067447425e+01,3.052252846644521508e-03
-1.014530696809740062e-01,-2.457766139893222146e+01,1.457381312574202630e-03
-1.010743959349919979e-01,-2.451112262972802824e+01,1.420096231685118171e-03
-1.015186501975510053e-01,-2.443801074247243577e+01,3.931214435905033139e-03
-1.011864697082189984e-01,-2.437737158686369909e+01,6.517627541264107982e-03
-1.012413712637500046e-01,-2.433625928339982281e+01,-3.744697561645130533e-04
-1.007027212022059970e-01,-2.431306775798137920e+01,1.942186093853475815e-03
-1.015652856998589953e-01,-2.430395352795703445e+01,-5.598179744578340826e-03
-1.011406428988169959e-01,-2.430667489276539328e+01,2.401415953095070374e-03
-1.010966231361030004e-01,-2.432201497669557355e+01,1.026233337691077451e-03
-1.010727759150009952e-01,-2.435327593618011832e+01,-5.765231207940181568e-03
-1.015296189182700037e-01,-2.440399369415424857e+01,-2.585665286940946276e-03
-1.015164690974650064e-01,-2.447273611025253359e+01,2.549823185548876717e-03
-1.013659784599320046e-01,-2.454591367854254358e+01,-2.481405253017147060e-03
-1.008789504012539973e-01,-2.460352790012384361e+01,5.940407012842947171e-03
-1.008708529354779976e-01,-2.463724959784223145e+01,5.390719268238187284e-03
-1.008290169070290010e-01,-2.464764470081451009e+01,-4.022553351096644705e-03
-1.011748055642840011e-01,-2.463887567503825338e+01,-1.146931463282335577e-03
-1.011770130061580009e-01,-2.461694955143934394e+01,3.010510322362289735e-03
-1.009300323974560015e-01,-2.459091727353959911e+01,7.880252455000333117e-04
-1.008580350212080062e-01,-2.457615888074051824e+01,-3.561310161100618779e-03
-1.012264934216220019e-01,-2.459793979811411901e+01,-3.326833136654814595e-03
-1.017403848361820018e-01,-2.469300029240147865e+01,1.104620961230095687e-03
-1.013353376915829968e-01,-2.490528448412369755e+01,6.300181577498628963e-03
-1.013488931759300021e-01,-2.527021081583349016e+01,-5.741741021904172779e-03
-1.016252132686299992e-01,-2.577939414902882120e+01,9.714586900205038648e-04
-1.011203728925880035e-01,-2.632603387906815939e+01,-6.917297883116847214e-03
-1.017517644888009942e-01,-2.662578610075364693e+01,-6.964822466452320199e-04
-1.013572804013789935e-01,-2.614164672287024871e+01,3.120793881254246838e-03
-1.014210591396240008e-01,-2.404762834565093854e+01,2.387629266929005862e-03
-1.017820522771849950e-01,-1.933327490339864951e+01,-4.790704661766760110e-03
-1.019609024841860029e-01,-1.114777234428111896e+01,-8.412182403550075120e-04
-1.017457006090950050e-01,4.328196025601613317e-01,4.892645704811167048e-03
-9.770910601726920386e-02,1.323073788020417929e+01,6.249577770755147810e-02
-9.150549366018180530e-02,2.378349384621560247e+01,7.215215350590506449e-02
-8.532949539994820476e-02,3.076773179864223451e+01,5.128970966059728104e-02
-7.913573487174879739e-02,3.450559722704836219e+01,6.863112179490017672e-02
-7.199874865541980307e-02,3.596067453443618689e+01,7.520355306269523032e-02
-6.487508084734160130e-02,3.607500859066693266e+01,6.964628187894796041e-02
-5.873315569049489954e-02,3.553606225625961912e+01,5.579769535441853751e-02
-5.274669845211320263e-02,3.473735511792894926e+01,5.923799144337291156e-02
-4.645901825275550179e-02,3.385013689618371302e+01,5.930823642402945767e-02
-4.081119129061230172e-02,3.294771013661468828e+01,6.367371436837070131e-02
-3.414604050646070227e-02,3.213476561081304084e+01,6.188855980239472976e-02
-2.775797586714549847e-02,3.155253573370870512e+01,6.453502995921163443e-02
-2.180782930244510101e-02,3.122968545763897552e+01,6.113017397744156117e-02
-1.563968616353349911e-02,3.110464199204483293e+01,6.471526461633195226e-02
-9.838301721134220731e-03,3.107890865418350046e+01,5.813471595763138738e-02
-4.169637745765970155e-03,3.103843809329397629e+01,5.566577837530138628e-02
1.657405574237930026e-03,3.086061475054865610e+01,5.868545835824828805e-02
6.975545297328380329e-03,3.042428296856112624e+01,5.097892016544933874e-02
1.270695804701280074e-02,2.964091537157802847e+01,5.696731696203409523e-02
1.802539477376829957e-02,2.852382701955642119e+01,5.459419143791328921e-02
2.319252706636280165e-02,2.729979275671252381e+01,4.894212615464839378e-02
2.834497714576749913e-02,2.630519009635878902e+01,4.995963522499469178e-02
3.269396818553520212e-02,2.565930466808386612e+01,4.520458042560276252e-02
3.724620822576150264e-02,2.532380367694604928e+01,4.379018213049529207e-02
4.164892140864019654e-02,2.519811926846934824e+01,4.471108940246540375e-02
4.559741984019430316e-02,2.517715771496343891e+01,3.828402484710492076e-02
4.936122282188570159e-02,2.517327592590777030e+01,3.228527369530825863e-02
5.225612742288600343e-02,2.512172657665649211e+01,3.489865021255302707e-02
5.625548789670879735e-02,2.498298859554657625e+01,3.406291665708089528e-02
5.905699900377540251e-02,2.475234742897072238e+01,2.122953572081164725e-02
6.156055682436010340e-02,2.447842658934576221e+01,2.815376526308582816e-02
6.390454135874659714e-02,2.424445141186919628e+01,1.620303336947651399e-02
6.541583561778439859e-02,2.408610636920213111e+01,1.520797164662879113e-02
6.709734261138360079e-02,2.399910461932582706e+01,2.391531766153827746e-02
6.902364384524149743e-02,2.396360460308525830e+01,1.357009785349857535e-02
7.069034411954140673e-02,2.395846703103424957e+01,1.182740664368297015e-02
7.125608407634870245e-02,2.396721644758638803e+01,1.495910053644149487e-02
7.275555087236319773e-02,2.397933583715322925e+01,1.302110983858100791e-02
7.392235249013830167e-02,2.398917471767291687e+01,1.395980911104374028e-02
7.552286375254770034e-02,2.399418370788187005e+01,1.198547896402979082e-02
7.624767650157210364e-02,2.399346522550533933e+01,4.475850609062470564e-03
7.709498120116439757e-02,2.398702167053567180e+01,1.433572600147058757e-02
7.826094515006619401e-02,2.397585658038484269e+01,8.920102731279886538e-03
7.930576057961209735e-02,2.396297692409028812e+01,1.189042177169018222e-02
8.076101004949960693e-02,2.395494420683964520e+01,6.693128452243349985e-03
8.162911949362609831e-02,2.396395483864366227e+01,1.379973371363946849e-02
8.250686212979629897e-02,2.400846443273693254e+01,9.115013811777252992e-03
8.392915802230689615e-02,2.411159783957360148e+01,1.430506887718583156e-02
8.531064258193969685e-02,2.429334849290992793e+01,1.346068847919142282e-02
8.687021343670789375e-02,2.455398254679951719e+01,1.289006866061874479e-02
8.802044080117719937e-02,2.484724482626856812e+01,1.358398729414865037e-02
8.943875118109209654e-02,2.509430301485022952e+01,1.076989940307563481e-02
9.051614613461869685e-02,2.526191844722771052e+01,1.641921633199252065e-02
9.197726982333509493e-02,2.535572991788938779e+01,1.194707201013050710e-02
9.348088808521259896e-02,2.539429194987550886e+01,6.192563613606603783e-03
9.380424934376410673e-02,2.539384584971371694e+01,8.155598829988012360e-03
9.499241678616779372e-02,2.536181304157127769e+01,1.266280719359285864e-02
9.617845844624189899e-02,2.529698648969477759e+01,1.462633924617984943e-02
9.713291363879669738e-02,2.519396129009951224e+01,6.922130889589426725e-03
9.760833023711669443e-02,2.505434573134958143e+01,5.878388669890643840e-03
9.808023020667580583e-02,2.490039744436903746e+01,5.304962931267276707e-03
9.892676045768709903e-02,2.477156498957286956e+01,6.772967280500887671e-03
9.924722411950680223e-02,2.468353187140532512e+01,1.582691810963621562e-03
9.962027916200830169e-02,2.463320968002517830e+01,4.433644964496928111e-03
9.998147249716149432e-02,2.461228617709312871e+01,4.185817474365851817e-03
1.002883569670249969e-01,2.461530117353552782e+01,2.897119727870598078e-03
1.000845742572360059e-01,2.464297951335676018e+01,2.344510161739402857e-03
1.004922239705360043e-01,2.470185811606961579e+01,1.584455349581167854e-03
1.009297637112139961e-01,2.479954254445254591e+01,5.326554898633203278e-03
1.008992572859860049e-01,2.493593340099103983e+01,1.456653105312450628e-03
1.013580206056349936e-01,2.508770542841302031e+01,1.137898366710000291e-03
1.013927891322369962e-01,2.521576803754936691e+01,1.867380380086652554e-03
1.016193653915899997e-01,2.530352730292951335e+01,1.410559638240339083e-03
1.021926470024359934e-01,2.535386381898126729e+01,5.761806566688591411e-03
1.026165232574340058e-01,2.537476153298900527e+01,1.362196539346031791e-03
1.027854004633200063e-01,2.537159912575474507e+01,-2.176145539083482270e-03
1.027114748681560025e-01,2.534367954327716177e+01,9.090112367820136346e-06
1.032222632200349988e-01,2.528472197736170912e+01,3.110262106165350739e-03
1.034602665472249966e-01,2.518741752436964276e+01,3.598533265811258534e-03
1.034907071179820004e-01,2.505274977609619214e+01,2.404667596854156465e-04
1.035899629769399949e-01,2.490452474702950525e+01,-2.092705091079374771e-03
1.035148361962209967e-01,2.478280911343282611e+01,3.695286529052046846e-03
