-9.461814663180457955e-06,-2.097923316858678308e-30,3.587250078635821540e-03
4.687909805233484578e-04,-4.114687366817314703e-30,2.567584233329939930e-03
7.942104311585676708e-04,-8.085151793617638725e-30,1.416734102629222183e-03
9.442338273692785005e-04,-1.588418201879049089e-29,2.436062808751615605e-04
9.163430272078440693e-04,-3.112110479092766511e-29,-8.459838664344864617e-04
7.298809612263385677e-04,-6.118052885315031999e-29,-1.754971845470663016e-03
4.070541008006872512e-04,-1.199221051363985929e-28,-2.410474704574663927e-03
-9.341636869808359403e-06,-2.351794995473664851e-28,-2.763702603274931571e-03
-4.693004428499615859e-04,-4.618849048817548478e-28,-2.787039022358111292e-03
-9.247238691961175497e-04,-9.071886524786379790e-28,-2.495150430964689948e-03
-1.328188913313866053e-03,-1.780887940446825047e-27,-1.925276316785170866e-03
-1.634717815441946113e-03,-3.490717647925327075e-27,-1.131834538984618837e-03
-1.818812705728802600e-03,-6.846046174084987878e-27,-1.976504779411324239e-04
-1.859682914955041941e-03,-1.343968394720822408e-26,7.877774225281321957e-04
-1.747254934045441204e-03,-2.641713455101025297e-26,1.726402420205875015e-03
-1.504373954794042912e-03,-5.177205594831829265e-26,2.522247009999835626e-03
-1.139241703408566458e-03,-1.015573960515847748e-25,3.100403136935580336e-03
-6.838256112518760390e-04,-1.993928692055969719e-25,3.409888851667511062e-03
-1.769984922062290507e-04,-3.918893357812980779e-25,3.426899191699805079e-03
3.418665306813604239e-04,-7.677657073106286581e-25,3.156735798863800988e-03
8.134435528959955454e-04,-1.508713340643953188e-24,2.621754593883037377e-03
1.198925875534241452e-03,-2.964633757692082015e-24,1.867600501031951247e-03
1.460083742821103063e-03,-5.814364705311182368e-24,9.611161299400529986e-04
1.581944746632663306e-03,-1.142020438217791610e-23,-2.193762857847651781e-05
1.564410333088751045e-03,-2.240061475573610907e-23,-9.888991337343717818e-04
1.406186292918217918e-03,-4.400591177011471476e-23,-1.856000474573157259e-03
1.120894027230865016e-03,-8.648698213294629427e-23,-2.551971959104573640e-03
7.436295553385681998e-04,-1.696724734470475529e-22,-3.022736803563600468e-03
2.990395006898728301e-04,-3.331525993595822037e-22,-3.245637506856624381e-03
